Qidentifier	Qtitle	Qpagename	Qsubtitle	Qetymology	Qdefinition	Qsubmitted	Qemailaddress	QDateSubmitted	Qposter	QPosterEmail	QDateEdited	QUpdateDescription
Identifier	Word	Page Name	Part of Speech	Etymology	Definition	Submitted By	E-mail Address	Date Submitted	Updated By	Your E-mail Address	Date Edited	Description Of Update
Identifier	Title	PageName	Text	Subtitle	Text	Name	Text	Date	Name	Text	Date	Text
Never	Always	Never	Sometimes	Sometimes	Always	Always	Never	Sometimes	Sometimes	Never	Sometimes	Sometimes
Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed	Unindexed
Uneditable	Required	Uneditable	Optional	Optional	Required	Uneditable	Uneditable	Uneditable	Re-enter	Re-enter	Uneditable	Re-enter
 1074 	cardsist	dbx_c_index.htm#cardsist	n.	heart+system	circulation -- the movement of blood through the heart and >blood vessels	JAH	Proofread	1/02/00 	NA	NA	1/02/00 	NA
 2138 	forlmestnic	dbx_f_index.htm#forlmestnic	n.	flower+site+worker	gardener -- a professional caretaker of gardens	JAH	Unproofed	1/04/00 	NA	NA	1/04/00 	NA
 1649 	dentcorect	dbx_d_index.htm#dentcorect	n.	tooth+correct	orthodonture	JAH	Proofread	1/04/00 	NA	NA	1/04/00 	NA
 2140 	forlnic	dbx_f_index.htm#forlnic	n.	flower+worker	gardener (c.f. forlmestnic)	JAH	Unproofed	1/04/00 	NA	NA	1/04/00 	NA
 2380 	hasalhabila	dbx_h_index.htm#hasalhabila	n. modif.	event+ability+{noun-modifier}	possible -- able to happen; able to be the case	JEFL	Unproofed	1/05/00 	NA	NA	1/05/00 	NA
 2007 	farhduvvodcon	dbx_f_index.htm#farhduvvodcon	n.	fraction+two+body-of-water+{opposite}	peninsula	HMM	Proofread	1/05/00 	NA	NA	1/05/00 	NA
 2382 	hasalnonthabil	dbx_h_index.htm#hasalnonthabil	n.	event+negation+ability	impossibility -- the fact that something cannot happen or cannot be so	JEFL	Unproofed	1/05/00 	NA	NA	1/05/00 	NA
 2383 	hasalnonthabila	dbx_h_index.htm#hasalnonthabila	n. modif.	event+negation+ability+{noun-modifier}	impossible -- incapable of occurring or being the case	JEFL	Unproofed	1/05/00 	NA	NA	1/05/00 	NA
 2029 	ferchabil	dbx_f_index.htm#ferchabil	n.	{frequent-event}+ability	probability -- the fact of having high odds in favor of occurring	JEFL	Unproofed	1/05/00 	NA	NA	1/05/00 	NA
 2033 	fercnonthabila	dbx_f_index.htm#fercnonthabila	n. modif.	{frequent-event}+negation+ability+{noun-modifier}	unlikely; improbable -- having low odds of occurring	JEFL	Unproofed	1/05/00 	NA	NA	1/05/00 	NA
 2030 	ferchabila	dbx_f_index.htm#ferchabila	n. modif.	{frequent-event}+ability+{noun-modifier}	probable; likely -- having high odds of occurring	JEFL	Unproofed	1/05/00 	NA	NA	1/05/00 	NA
 2379 	hasalhabil	dbx_h_index.htm#hasalhabil	n.	event+ability	possibility -- the potentiality of occurring or  being so	JEFL	Unproofed	1/05/00 	NA	NA	1/05/00 	NA
 2196 	garsfarccon	dbx_g_index.htm#garsfarccon	n.	grass+{difference}+{opposite}	buckwheat (order Polygonales)	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 2090 	fonbadvatsanj	dbx_f_index.htm#fonbadvatsanj	n.	sound+body-part+water+bread	orecchietti (sp?)	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 4308 	sirpedvatsanj	dbx_s_index.htm#sirpedvatsanj	n.	zero+foot+water+bread	vermicelli	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 4468 	suttonvatsanj	dbx_s_index.htm#suttonvatsanj	n.	thread+{augmentative}+water+bread	fettuccine	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 4469 	sutvatsanj	dbx_s_index.htm#sutvatsanj	n.	thread+water+bread	spaghetti	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 2672 	langvatsanj	dbx_l_index.htm#langvatsanj	n.	{long-object}+water+bread	noodles	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 3737 	pensvatsanj	dbx_p_index.htm#pensvatsanj	n.	stylus+water+bread	penne pasta	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 4371 	solsalfcon	dbx_s_index.htm#solsalfcon	n.	Sun+{old-object}+{opposite}	nova (c.f. bombsol)	JAH	Proofread	1/06/00 	NA	NA	1/06/00 	NA
 1208 	cirvtonvatsanj	dbx_c_index.htm#cirvtonvatsanj	n.	curve+{augmentative}+water+bread	ravioli	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 1209 	cirvvatsanj	dbx_c_index.htm#cirvvatsanj	n.	curve+water+bread	lasagna	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 3328 	movnogjor	dbx_m_index.htm#movnogjor	n.	movement+limb+connection	knee	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 3348 	mucvolsvatsanj	dbx_m_index.htm#mucvolsvatsanj	n.	mouth+hair+water+bread	mostaccioli	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 3337 	mucditvatsanj	dbx_m_index.htm#mucditvatsanj	n.	mouth+digit+water+bread	linguini	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 3643 	pacarnogjor	dbx_p_index.htm#pacarnogjor	n.	hold+limb+connection	elbow	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 2338 	harlvatsanj	dbx_h_index.htm#harlvatsanj	n.	square+water+bread	tortellini	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 4969 	volsvatsanj	dbx_v_index.htm#volsvatsanj	n.	hair+water+bread	angel hair	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 872 	camissuttoncam	dbx_c_index.htm#camissuttoncam	n.	shirt+thread+{augmentative}+garment	bow tie	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 921 	cancvatsanj	dbx_c_index.htm#cancvatsanj	n.	shell+water+bread	pasta shells	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 4678 	tubtonvatsanj	dbx_t_index.htm#tubtonvatsanj	n.	tube+{augmentative}+water+bread	ziti	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 3589 	nogjorvatsanj	dbx_n_index.htm#nogjorvatsanj	n.	limb+connection+water+bread	elbow macaroni	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 4680 	tubvatsanj	dbx_t_index.htm#tubvatsanj	n.	tube+water+bread	rigatoni	JEFL	Unproofed	1/06/00 	NA	NA	1/06/00 	NA
 4945 	vodhisan	dbx_v_index.htm#vodhisan	n.	body-of-water+horse	hippopotamus	JAH	Proofread	1/07/00 	NA	NA	1/07/00 	NA
 3709 	pencon	dbx_p_index.htm#pencon	n.	five+{opposite}	negative five, -5	JAH	Proofread	1/07/00 	NA	NA	1/07/00 	NA
 1673 	desduvvoc	dbx_d_index.htm#desduvvoc	n.	ten-to-the-power-of+two+word	Dublex	JAH	Proofread	1/07/00 	NA	NA	1/07/00 	NA
 1666 	descon	dbx_d_index.htm#descon	n.	ten-to-the-power-of+{opposite}	negative ten to the power of x, -10**X	JAH	Proofread	1/07/00 	NA	NA	1/07/00 	NA
 2038 	ferhisan	dbx_f_index.htm#ferhisan	n.	iron+horse	rhinoceros	JAH	Proofread	1/07/00 	NA	NA	1/07/00 	NA
 3240 	mortbez	dbx_m_index.htm#mortbez	n.	death+absence	immortal	JAH	Proofread	1/07/00 	NA	NA	1/07/00 	NA
 2326 	harcon	dbx_h_index.htm#harcon	n.	four+{opposite}	negative four, -4	JAH	Proofread	1/07/00 	NA	NA	1/07/00 	NA
 4179 	semcon	dbx_s_index.htm#semcon	n.	seven+{opposite}	negative seven, -7	JAH	Proofread	1/07/00 	NA	NA	1/07/00 	NA
 1875 	duvcon	dbx_d_index.htm#duvcon	n.	two+{opposite}	negative two, -2	JAH	Proofread	1/07/00 	NA	NA	1/07/00 	NA
 4313 	siscon	dbx_s_index.htm#siscon	n.	six+{opposite}	negative six, -6	JAH	Proofread	1/07/00 	NA	NA	1/07/00 	NA
 4697 	vancon	dbx_v_index.htm#vancon	n.	one+{opposite}	negative one, -1	JAH	Proofread	1/07/00 	NA	NA	1/07/00 	NA
 4913 	voctcon	dbx_v_index.htm#voctcon	n.	eight+{opposite}	negative eight, -8	JAH	Proofread	1/07/00 	NA	NA	1/07/00 	NA
 4541 	tercon	dbx_t_index.htm#tercon	n.	three+{opposite}	negative three, -3	JAH	Proofread	1/07/00 	NA	NA	1/07/00 	NA
 3412 	namvoc	dbx_n_index.htm#namvoc	n.	name+word	Dublex	JAH	Proofread	1/07/00 	NA	NA	1/07/00 	NA
 3413 	namvocper	dbx_n_index.htm#namvocper	n.	name+word+person	Dublexer	JAH	Proofread	1/07/00 	NA	NA	1/07/00 	NA
 1999 	farca	dbx_f_index.htm#farca	n. modif.	{difference}+{noun-modifier}	different	FW	Unproofed	1/08/00 	NA	NA	1/08/00 	NA
 3460 	nascsircbad	dbx_n_index.htm#nascsircbad	n.	birth+circle+body-part	navel, umbilicus, bellybutton, omphalos, omphalus -- scar where the umbilical cord was attached	JAH	Proofread	1/08/00 	NA	NA	1/08/00 	NA
 4962 	volshumanmam	dbx_v_index.htm#volshumanmam	n.	hair+human+mammal	ape (traditionally Pongidae, sometimes now included in Hominidae)	JAH	Proofread	1/08/00 	NA	NA	1/08/00 	NA
 2002 	farccona	dbx_f_index.htm#farccona	n. modif.	{difference}+{opposite}+{noun-modifier}	same	FW	Unproofed	1/08/00 	NA	NA	1/08/00 	NA
 3472 	nasmam	dbx_n_index.htm#nasmam	n.	nose+mammal	elephant	JAH	Proofread	1/08/00 	NA	NA	1/08/00 	NA
 3462 	nasctub	dbx_n_index.htm#nasctub	n.	birth+tube	umbilical cord (c.f. nasctubbad)	JAH	Proofread	1/08/00 	NA	NA	1/08/00 	NA
 2572 	jantlet	dbx_j_index.htm#jantlet	n.	animal+{diminutive}	organism -- any form of life (plant, animal, fungus, bacterium, alga or protozoan)	JAH	Proofread	1/08/00 	NA	NA	1/08/00 	NA
 3464 	nasctubbad	dbx_n_index.htm#nasctubbad	n.	birth+tube+body-part	umbilical cord -- a vessel connecting the fetus with the placenta	JAH	Proofread	1/08/00 	NA	NA	1/08/00 	NA
 2003 	farcleta	dbx_f_index.htm#farcleta	n. modif.	{difference}+{diminutive}+{noun-modifier}	similar	FW	Unproofed	1/08/00 	NA	NA	1/08/00 	NA
 3442 	nascgidbad	dbx_n_index.htm#nascgidbad	n.	birth+food+body-part	placenta -- the vascular structure in the uterus of most mammals providing oxygen and nutrients for and transferring wastes from the developing fetus	JAH	Proofread	1/08/00 	NA	NA	1/08/00 	NA
 3340 	muclet	dbx_m_index.htm#muclet	n.	mouth+{diminutive}	sucker	JAH	Proofread	1/08/00 	NA	NA	1/08/00 	NA
 1716 	devcapt	dbx_d_index.htm#devcapt	n.	god+leader	supreme deity -- the principal deity of a religion or mythology with multiple deities, such as Zeus (Greek), Jupiter (Roman) or Odin (Norse)	JAH	Proofread	1/08/00 	NA	NA	1/08/00 	NA
 3516 	nerconnilrun	dbx_n_index.htm#nerconnilrun	n.	black+{opposite}+blue+red	Russian Federation (RUS)	JAH	Proofread	1/09/00 	NA	NA	1/09/00 	NA
